/begin_header 
/IOPs FlowThrough System onboard R/V Gaia Blu 
/DATE  = YYYYMMDD 
/TIME  = decimal hours [hh.decimals] 
/LAT   = degrees north [deg.decimals] 
/LON   = degrees east [deg.decimals] 
/FLOWIN = intake seawater flow (L/min) 
/FLOWOUT = outtake seawater flow (L/min) 
/TEMP1 = Seawater temperature laboratory  (Celsius degrees) [from TS sensor] 
/TEMP2 = Seawater temperature environment (Celsius degrees) [from TS sensor] 
/SAL = Seawater salinity ACS intake (psu) 
/C_???.? = Attenuation coefficient at lambda ???.?nm 
/A_???.? = Absorption  coefficient at lambda ???.?nm 
/INT_TEMP = ACs internal temperature (Celsius degrees) 
/EXT_TEMP = ACs external temperature (Celsius degrees) 
/TOT_DIS = Flag for acquisition mode (0 = total, 1 = dissolved) 
/end_header@
DATE,TIME,GPS_TIME,LAT,LON,FLOWIN,FLOWOUT,TEMP1,TEMP2,SAL,C_400.5,C_402.6,C_404.8,C_406.8,C_408.5,C_410.9,C_413.7,C_417.4,C_422.4,C_427.2,C_432.0,C_435.9,C_440.0,C_443.7,C_448.1,C_452.2,C_456.6,C_460.4,C_464.8,C_469.1,C_474.1,C_478.7,C_483.6,C_487.8,C_492.3,C_496.5,C_500.8,C_505.7,C_510.0,C_515.2,C_519.6,C_524.4,C_528.4,C_532.7,C_536.5,C_541.1,C_545.1,C_549.7,C_553.8,C_558.7,C_562.8,C_567.3,C_571.3,C_575.6,C_579.7,C_583.9,C_588.1,C_592.5,C_597.1,C_601.8,C_606.1,C_611.2,C_615.5,C_620.4,C_624.4,C_629.0,C_632.9,C_637.5,C_641.5,C_646.1,C_650.6,C_654.9,C_659.5,C_663.7,C_668.0,C_672.4,C_676.3,C_680.6,C_684.3,C_688.2,C_691.8,C_695.7,C_699.2,C_702.9,C_706.3,C_710.4,C_713.7,C_717.7,C_720.6,C_724.0,C_728.0,C_731.1,C_734.6,C_738.0,C_740.7,A_401.4,A_403.5,A_405.7,A_407.6,A_409.6,A_412.1,A_415.3,A_419.4,A_424.6,A_429.5,A_433.8,A_437.7,A_441.6,A_445.3,A_449.7,A_453.9,A_458.2,A_462.2,A_466.2,A_471.0,A_475.7,A_480.3,A_485.0,A_489.4,A_493.5,A_497.9,A_502.4,A_506.9,A_511.6,A_516.3,A_521.0,A_525.3,A_529.4,A_533.5,A_537.7,A_542.0,A_546.1,A_550.7,A_554.8,A_559.6,A_563.7,A_568.3,A_569.3,A_573.4,A_577.5,A_581.7,A_585.6,A_590.1,A_594.4,A_599.1,A_603.3,A_608.2,A_612.3,A_617.4,A_621.5,A_626.0,A_630.0,A_634.7,A_638.7,A_643.1,A_647.3,A_652.2,A_656.2,A_660.9,A_665.0,A_669.3,A_673.4,A_677.8,A_681.4,A_685.6,A_689.2,A_692.9,A_696.5,A_700.4,A_703.8,A_707.8,A_711.2,A_714.5,A_717.9,A_721.7,A_724.5,A_728.6,A_731.8,A_735.4,A_738.3,INT_TEMP,EXT_TEMP,TOT_DIS
20250723,18.197222,2025-07-23T18:12:10,44.032275,10.036430,0.000000,0.000000,26.113100,26.785400,0.543100,0.772439,0.764724,0.763983,0.753518,0.743319,0.729589,0.714597,0.700900,0.683913,0.667456,0.654000,0.640579,0.629126,0.620442,0.610548,0.600396,0.591407,0.582053,0.573192,0.563677,0.554524,0.546929,0.538919,0.531300,0.523147,0.515821,0.508607,0.501604,0.493854,0.487325,0.480092,0.473586,0.467206,0.460739,0.454265,0.449323,0.442937,0.437864,0.432886,0.427063,0.423034,0.417419,0.413224,0.408574,0.404178,0.400173,0.395972,0.391163,0.387378,0.384089,0.380691,0.377424,0.373318,0.369560,0.365816,0.361240,0.357716,0.354048,0.350022,0.347132,0.343164,0.340230,0.338158,0.334361,0.333235,0.328763,0.325517,0.322784,0.317382,0.315229,0.313038,0.307560,0.305098,0.303428,0.299347,0.299419,0.297134,0.294053,0.298762,0.295486,0.296223,0.302452,0.298117,0.309312,0.312901,8.097302,8.176477,8.279662,8.400959,8.506258,8.557113,8.518036,8.405051,8.228641,8.035248,7.901612,7.830005,7.807437,7.804449,7.798083,7.796578,7.787154,7.770146,7.745566,7.721291,7.687789,7.650535,7.611732,7.580569,7.537969,7.499498,7.453189,7.405750,7.365712,7.326105,7.296317,7.271036,7.249593,7.236112,7.212663,7.195478,7.175794,7.151601,7.130207,7.109595,7.089641,7.063289,7.045956,7.021602,6.993158,6.965394,6.938923,6.914976,6.890407,6.861166,6.841964,6.828192,6.808508,6.790900,6.780617,6.777752,6.768456,6.761842,6.761006,6.745668,6.736582,6.726753,6.716601,6.695521,6.691981,6.693760,6.684801,6.676058,6.666176,6.654446,6.634528,6.622018,6.602929,6.579383,6.561320,6.549229,6.510428,6.474940,6.432593,6.407337,6.365472,6.323986,6.268660,6.213865,6.197142,25.150069,26.729078,0
20250723,18.197222,2025-07-23T18:12:10,44.032275,10.036430,0.000000,0.000000,26.113100,26.785400,0.543100,0.772439,0.764724,0.763983,0.753518,0.743319,0.729589,0.714597,0.700900,0.683913,0.667456,0.654000,0.640579,0.629126,0.620442,0.610548,0.600396,0.591407,0.582053,0.573192,0.563677,0.554524,0.546929,0.538919,0.531300,0.523147,0.515821,0.508607,0.501604,0.493854,0.487325,0.480092,0.473586,0.467206,0.460739,0.454265,0.449323,0.442937,0.437864,0.432886,0.427063,0.423034,0.417419,0.413224,0.408574,0.404178,0.400173,0.395972,0.391163,0.387378,0.384089,0.380691,0.377424,0.373318,0.369560,0.365816,0.361240,0.357716,0.354048,0.350022,0.347132,0.343164,0.340230,0.338158,0.334361,0.333235,0.328763,0.325517,0.322784,0.317382,0.315229,0.313038,0.307560,0.305098,0.303428,0.299347,0.299419,0.297134,0.294053,0.298762,0.295486,0.296223,0.302452,0.298117,0.309312,0.312901,8.097302,8.176477,8.279662,8.400959,8.506258,8.557113,8.518036,8.405051,8.228641,8.035248,7.901612,7.830005,7.807437,7.804449,7.798083,7.796578,7.787154,7.770146,7.745566,7.721291,7.687789,7.650535,7.611732,7.580569,7.537969,7.499498,7.453189,7.405750,7.365712,7.326105,7.296317,7.271036,7.249593,7.236112,7.212663,7.195478,7.175794,7.151601,7.130207,7.109595,7.089641,7.063289,7.045956,7.021602,6.993158,6.965394,6.938923,6.914976,6.890407,6.861166,6.841964,6.828192,6.808508,6.790900,6.780617,6.777752,6.768456,6.761842,6.761006,6.745668,6.736582,6.726753,6.716601,6.695521,6.691981,6.693760,6.684801,6.676058,6.666176,6.654446,6.634528,6.622018,6.602929,6.579383,6.561320,6.549229,6.510428,6.474940,6.432593,6.407337,6.365472,6.323986,6.268660,6.213865,6.197142,25.150069,26.729078,0
20250723,18.198333,2025-07-23T18:12:14,44.032275,10.036429,0.000000,0.000000,26.112100,26.785200,0.543400,0.781200,0.760410,0.762183,0.757764,0.740741,0.729106,0.715054,0.701144,0.683527,0.666898,0.653857,0.642318,0.629823,0.619977,0.610808,0.600394,0.592056,0.581567,0.573352,0.563321,0.554512,0.547840,0.537951,0.531455,0.523499,0.515813,0.508222,0.501340,0.494926,0.486621,0.480699,0.474295,0.467220,0.461756,0.454427,0.449440,0.442908,0.438077,0.432445,0.427182,0.423312,0.418397,0.412996,0.408828,0.404142,0.400299,0.395710,0.391321,0.387630,0.384809,0.381183,0.377363,0.373589,0.369888,0.366051,0.361357,0.358160,0.353653,0.350226,0.347219,0.343357,0.340088,0.338328,0.334109,0.333184,0.330271,0.324634,0.323718,0.318171,0.314300,0.313458,0.307892,0.304789,0.305040,0.297480,0.300948,0.297969,0.293995,0.299350,0.295399,0.293573,0.301618,0.296623,0.312518,0.310517,7.597822,7.672700,7.775843,7.893084,7.991465,8.041058,8.024948,7.911939,7.742545,7.571813,7.441888,7.387618,7.365657,7.364230,7.363863,7.365726,7.356855,7.341229,7.318570,7.289545,7.262996,7.230268,7.205544,7.167530,7.126009,7.086768,7.049693,7.004999,6.970334,6.934678,6.908665,6.889651,6.861677,6.845813,6.826771,6.812671,6.795706,6.776985,6.759453,6.740714,6.722767,6.701673,6.619228,6.599789,6.567575,6.545918,6.520966,6.500460,6.476169,6.455241,6.435039,6.421096,6.404531,6.388582,6.383451,6.379020,6.373626,6.371516,6.366211,6.358098,6.347015,6.338518,6.329232,6.312704,6.311719,6.309731,6.300957,6.294227,6.285985,6.275854,6.260473,6.246405,6.230393,6.210497,6.194338,6.168782,6.140965,6.106469,6.063328,6.034238,5.997054,5.950487,5.908555,5.859888,5.823698,25.137518,26.727519,0
20250723,18.198333,2025-07-23T18:12:14,44.032275,10.036429,0.000000,0.000000,26.112100,26.785200,0.543400,0.781200,0.760410,0.762183,0.757764,0.740741,0.729106,0.715054,0.701144,0.683527,0.666898,0.653857,0.642318,0.629823,0.619977,0.610808,0.600394,0.592056,0.581567,0.573352,0.563321,0.554512,0.547840,0.537951,0.531455,0.523499,0.515813,0.508222,0.501340,0.494926,0.486621,0.480699,0.474295,0.467220,0.461756,0.454427,0.449440,0.442908,0.438077,0.432445,0.427182,0.423312,0.418397,0.412996,0.408828,0.404142,0.400299,0.395710,0.391321,0.387630,0.384809,0.381183,0.377363,0.373589,0.369888,0.366051,0.361357,0.358160,0.353653,0.350226,0.347219,0.343357,0.340088,0.338328,0.334109,0.333184,0.330271,0.324634,0.323718,0.318171,0.314300,0.313458,0.307892,0.304789,0.305040,0.297480,0.300948,0.297969,0.293995,0.299350,0.295399,0.293573,0.301618,0.296623,0.312518,0.310517,7.597822,7.672700,7.775843,7.893084,7.991465,8.041058,8.024948,7.911939,7.742545,7.571813,7.441888,7.387618,7.365657,7.364230,7.363863,7.365726,7.356855,7.341229,7.318570,7.289545,7.262996,7.230268,7.205544,7.167530,7.126009,7.086768,7.049693,7.004999,6.970334,6.934678,6.908665,6.889651,6.861677,6.845813,6.826771,6.812671,6.795706,6.776985,6.759453,6.740714,6.722767,6.701673,6.619228,6.599789,6.567575,6.545918,6.520966,6.500460,6.476169,6.455241,6.435039,6.421096,6.404531,6.388582,6.383451,6.379020,6.373626,6.371516,6.366211,6.358098,6.347015,6.338518,6.329232,6.312704,6.311719,6.309731,6.300957,6.294227,6.285985,6.275854,6.260473,6.246405,6.230393,6.210497,6.194338,6.168782,6.140965,6.106469,6.063328,6.034238,5.997054,5.950487,5.908555,5.859888,5.823698,25.137518,26.727519,0
20250723,18.199444,2025-07-23T18:12:18,44.032275,10.036429,0.000000,0.000000,26.111800,26.785200,0.543000,0.766163,0.772904,0.758810,0.752747,0.744258,0.729379,0.715427,0.698978,0.685058,0.668254,0.654607,0.639076,0.632096,0.620611,0.610564,0.601026,0.592197,0.582344,0.573192,0.564699,0.555576,0.546548,0.539830,0.530911,0.523508,0.516584,0.508745,0.501794,0.494685,0.488251,0.480083,0.475171,0.468045,0.461484,0.455213,0.449081,0.443902,0.437486,0.433849,0.427815,0.422939,0.418839,0.413316,0.409472,0.404626,0.400299,0.395998,0.392342,0.387692,0.385183,0.381522,0.378061,0.374193,0.370037,0.365961,0.361918,0.358635,0.354879,0.350356,0.347462,0.344436,0.340450,0.338318,0.335353,0.332294,0.330177,0.325891,0.321735,0.320220,0.316152,0.313307,0.309730,0.303725,0.304512,0.300482,0.299016,0.297912,0.295064,0.298773,0.297897,0.295325,0.300373,0.299262,0.306106,0.313219,7.130084,7.214353,7.317219,7.428417,7.517811,7.575617,7.553213,7.462861,7.306319,7.149376,7.036161,6.979119,6.962413,6.962505,6.962683,6.963713,6.955135,6.943042,6.921551,6.892901,6.866045,6.839281,6.808812,6.774735,6.744998,6.706095,6.667522,6.627340,6.594039,6.561055,6.537417,6.517784,6.499071,6.483538,6.470169,6.455917,6.439284,6.422447,6.403882,6.388066,6.372483,6.356675,6.350294,6.328260,6.304563,6.282318,6.261504,6.244616,6.219810,6.201121,6.178636,6.165157,6.152113,6.135934,6.129636,6.128240,6.121675,6.115519,6.110778,6.105658,6.098262,6.086101,6.080671,6.059529,6.057360,6.052405,6.050414,6.039732,6.033775,6.022406,6.004618,5.991375,5.969948,5.949558,5.934303,5.915852,5.891844,5.851516,5.814927,5.781055,5.738615,5.700695,5.633676,5.601024,5.557954,25.135425,26.715051,0
20250723,18.199444,2025-07-23T18:12:18,44.032275,10.036429,0.000000,0.000000,26.111800,26.785200,0.543000,0.766163,0.772904,0.758810,0.752747,0.744258,0.729379,0.715427,0.698978,0.685058,0.668254,0.654607,0.639076,0.632096,0.620611,0.610564,0.601026,0.592197,0.582344,0.573192,0.564699,0.555576,0.546548,0.539830,0.530911,0.523508,0.516584,0.508745,0.501794,0.494685,0.488251,0.480083,0.475171,0.468045,0.461484,0.455213,0.449081,0.443902,0.437486,0.433849,0.427815,0.422939,0.418839,0.413316,0.409472,0.404626,0.400299,0.395998,0.392342,0.387692,0.385183,0.381522,0.378061,0.374193,0.370037,0.365961,0.361918,0.358635,0.354879,0.350356,0.347462,0.344436,0.340450,0.338318,0.335353,0.332294,0.330177,0.325891,0.321735,0.320220,0.316152,0.313307,0.309730,0.303725,0.304512,0.300482,0.299016,0.297912,0.295064,0.298773,0.297897,0.295325,0.300373,0.299262,0.306106,0.313219,7.130084,7.214353,7.317219,7.428417,7.517811,7.575617,7.553213,7.462861,7.306319,7.149376,7.036161,6.979119,6.962413,6.962505,6.962683,6.963713,6.955135,6.943042,6.921551,6.892901,6.866045,6.839281,6.808812,6.774735,6.744998,6.706095,6.667522,6.627340,6.594039,6.561055,6.537417,6.517784,6.499071,6.483538,6.470169,6.455917,6.439284,6.422447,6.403882,6.388066,6.372483,6.356675,6.350294,6.328260,6.304563,6.282318,6.261504,6.244616,6.219810,6.201121,6.178636,6.165157,6.152113,6.135934,6.129636,6.128240,6.121675,6.115519,6.110778,6.105658,6.098262,6.086101,6.080671,6.059529,6.057360,6.052405,6.050414,6.039732,6.033775,6.022406,6.004618,5.991375,5.969948,5.949558,5.934303,5.915852,5.891844,5.851516,5.814927,5.781055,5.738615,5.700695,5.633676,5.601024,5.557954,25.135425,26.715051,0
20250723,18.200556,2025-07-23T18:12:22,44.032275,10.036429,0.000000,0.000000,26.111600,26.784600,0.543300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
20250723,18.200556,2025-07-23T18:12:22,44.032275,10.036429,0.000000,0.000000,26.111600,26.784600,0.543300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
20250723,18.201667,2025-07-23T18:12:26,44.032275,10.036429,0.000000,0.000000,26.111300,26.784500,0.544700,0.761974,0.766091,0.768784,0.751758,0.743231,0.729619,0.717446,0.698333,0.683230,0.668945,0.657037,0.638587,0.630272,0.622113,0.609690,0.601049,0.591258,0.582530,0.572674,0.563169,0.555770,0.546575,0.539293,0.531695,0.523300,0.516405,0.508596,0.501819,0.494018,0.488195,0.480687,0.473880,0.468314,0.461345,0.454932,0.448679,0.443883,0.437917,0.432476,0.427734,0.422413,0.418494,0.413258,0.408897,0.404536,0.400013,0.395520,0.391451,0.387568,0.384372,0.381340,0.377119,0.373561,0.369590,0.365757,0.361389,0.358161,0.354613,0.350358,0.346689,0.344469,0.340138,0.337432,0.335179,0.332162,0.329366,0.325242,0.321747,0.318891,0.314939,0.312106,0.309679,0.304593,0.302750,0.300075,0.297295,0.297383,0.297603,0.295972,0.297436,0.296694,0.299265,0.300952,0.305040,0.314882,7.334295,7.401002,7.518803,7.624058,7.724038,7.778723,7.754000,7.657227,7.499754,7.325911,7.210118,7.154192,7.135459,7.130415,7.137149,7.139552,7.130129,7.114222,7.092408,7.068536,7.037601,7.009841,6.975144,6.942219,6.908682,6.869128,6.831432,6.794413,6.756018,6.722804,6.696102,6.674985,6.656142,6.637963,6.624126,6.606878,6.591856,6.574560,6.552854,6.533774,6.521201,6.498361,6.486064,6.467191,6.439343,6.415427,6.393236,6.376902,6.350436,6.327714,6.308541,6.293001,6.278913,6.261447,6.256197,6.251020,6.245700,6.241408,6.241409,6.228901,6.219558,6.209278,6.203271,6.182833,6.180459,6.181033,6.174168,6.163280,6.157790,6.144417,6.132504,6.123705,6.105181,6.075503,6.061665,6.042789,6.014760,5.971558,5.938488,5.902208,5.864167,5.815813,5.759854,5.708675,5.684030,25.154253,26.727519,0
20250723,18.201667,2025-07-23T18:12:26,44.032275,10.036429,0.000000,0.000000,26.111300,26.784500,0.544700,0.761974,0.766091,0.768784,0.751758,0.743231,0.729619,0.717446,0.698333,0.683230,0.668945,0.657037,0.638587,0.630272,0.622113,0.609690,0.601049,0.591258,0.582530,0.572674,0.563169,0.555770,0.546575,0.539293,0.531695,0.523300,0.516405,0.508596,0.501819,0.494018,0.488195,0.480687,0.473880,0.468314,0.461345,0.454932,0.448679,0.443883,0.437917,0.432476,0.427734,0.422413,0.418494,0.413258,0.408897,0.404536,0.400013,0.395520,0.391451,0.387568,0.384372,0.381340,0.377119,0.373561,0.369590,0.365757,0.361389,0.358161,0.354613,0.350358,0.346689,0.344469,0.340138,0.337432,0.335179,0.332162,0.329366,0.325242,0.321747,0.318891,0.314939,0.312106,0.309679,0.304593,0.302750,0.300075,0.297295,0.297383,0.297603,0.295972,0.297436,0.296694,0.299265,0.300952,0.305040,0.314882,7.334295,7.401002,7.518803,7.624058,7.724038,7.778723,7.754000,7.657227,7.499754,7.325911,7.210118,7.154192,7.135459,7.130415,7.137149,7.139552,7.130129,7.114222,7.092408,7.068536,7.037601,7.009841,6.975144,6.942219,6.908682,6.869128,6.831432,6.794413,6.756018,6.722804,6.696102,6.674985,6.656142,6.637963,6.624126,6.606878,6.591856,6.574560,6.552854,6.533774,6.521201,6.498361,6.486064,6.467191,6.439343,6.415427,6.393236,6.376902,6.350436,6.327714,6.308541,6.293001,6.278913,6.261447,6.256197,6.251020,6.245700,6.241408,6.241409,6.228901,6.219558,6.209278,6.203271,6.182833,6.180459,6.181033,6.174168,6.163280,6.157790,6.144417,6.132504,6.123705,6.105181,6.075503,6.061665,6.042789,6.014760,5.971558,5.938488,5.902208,5.864167,5.815813,5.759854,5.708675,5.684030,25.154253,26.727519,0
20250723,18.202778,2025-07-23T18:12:30,44.032275,10.036429,0.000000,0.000000,26.111300,26.784700,0.545000,0.768582,0.771528,0.761060,0.754416,0.744157,0.730426,0.714750,0.699460,0.685686,0.668374,0.654196,0.640835,0.631556,0.619626,0.610254,0.601192,0.591257,0.582344,0.572683,0.564524,0.555044,0.546726,0.539459,0.531092,0.523508,0.516394,0.509000,0.501397,0.494685,0.487537,0.480588,0.474704,0.467258,0.461276,0.454614,0.449416,0.443127,0.436871,0.433072,0.427058,0.422878,0.418712,0.412803,0.408956,0.404465,0.399909,0.395677,0.391257,0.387850,0.384339,0.380844,0.377239,0.373589,0.369229,0.365724,0.361209,0.357590,0.354825,0.349988,0.347085,0.343641,0.339960,0.337942,0.334146,0.332778,0.330614,0.324431,0.321858,0.319177,0.314690,0.313198,0.308711,0.303673,0.304327,0.298617,0.300144,0.297523,0.295586,0.296532,0.296799,0.297331,0.298016,0.304188,0.309051,0.311390,7.531093,7.637536,7.740610,7.858988,7.954399,8.013729,7.978710,7.878281,7.718449,7.536857,7.419691,7.359617,7.330974,7.327761,7.327364,7.329719,7.319170,7.301443,7.281113,7.252597,7.222837,7.190112,7.154520,7.118187,7.086321,7.045495,7.001521,6.961095,6.921121,6.887193,6.860264,6.836293,6.820824,6.802557,6.785702,6.765665,6.747999,6.730471,6.714226,6.692463,6.677610,6.656246,6.613210,6.588882,6.563366,6.543022,6.524002,6.501251,6.475754,6.450451,6.435172,6.421652,6.406469,6.392423,6.383619,6.384286,6.378375,6.374563,6.371143,6.359304,6.355405,6.342794,6.334539,6.316887,6.316369,6.315218,6.306024,6.298614,6.288194,6.278301,6.262569,6.254585,6.231843,6.208994,6.198943,6.175180,6.148030,6.108744,6.072437,6.035648,6.002632,5.953916,5.898575,5.850654,5.803037,25.135425,26.725961,0
20250723,18.202778,2025-07-23T18:12:30,44.032275,10.036429,0.000000,0.000000,26.111300,26.784700,0.545000,0.768582,0.771528,0.761060,0.754416,0.744157,0.730426,0.714750,0.699460,0.685686,0.668374,0.654196,0.640835,0.631556,0.619626,0.610254,0.601192,0.591257,0.582344,0.572683,0.564524,0.555044,0.546726,0.539459,0.531092,0.523508,0.516394,0.509000,0.501397,0.494685,0.487537,0.480588,0.474704,0.467258,0.461276,0.454614,0.449416,0.443127,0.436871,0.433072,0.427058,0.422878,0.418712,0.412803,0.408956,0.404465,0.399909,0.395677,0.391257,0.387850,0.384339,0.380844,0.377239,0.373589,0.369229,0.365724,0.361209,0.357590,0.354825,0.349988,0.347085,0.343641,0.339960,0.337942,0.334146,0.332778,0.330614,0.324431,0.321858,0.319177,0.314690,0.313198,0.308711,0.303673,0.304327,0.298617,0.300144,0.297523,0.295586,0.296532,0.296799,0.297331,0.298016,0.304188,0.309051,0.311390,7.531093,7.637536,7.740610,7.858988,7.954399,8.013729,7.978710,7.878281,7.718449,7.536857,7.419691,7.359617,7.330974,7.327761,7.327364,7.329719,7.319170,7.301443,7.281113,7.252597,7.222837,7.190112,7.154520,7.118187,7.086321,7.045495,7.001521,6.961095,6.921121,6.887193,6.860264,6.836293,6.820824,6.802557,6.785702,6.765665,6.747999,6.730471,6.714226,6.692463,6.677610,6.656246,6.613210,6.588882,6.563366,6.543022,6.524002,6.501251,6.475754,6.450451,6.435172,6.421652,6.406469,6.392423,6.383619,6.384286,6.378375,6.374563,6.371143,6.359304,6.355405,6.342794,6.334539,6.316887,6.316369,6.315218,6.306024,6.298614,6.288194,6.278301,6.262569,6.254585,6.231843,6.208994,6.198943,6.175180,6.148030,6.108744,6.072437,6.035648,6.002632,5.953916,5.898575,5.850654,5.803037,25.135425,26.725961,0
20250723,18.203889,2025-07-23T18:12:34,44.032275,10.036429,0.000000,0.000000,26.111400,26.784300,0.543900,0.771593,0.766361,0.760339,0.755049,0.742779,0.729854,0.714199,0.699948,0.684243,0.667962,0.653430,0.640318,0.630812,0.619721,0.611051,0.600381,0.592209,0.581732,0.572531,0.564526,0.555223,0.547290,0.539101,0.530897,0.523870,0.515979,0.508558,0.500987,0.494864,0.487131,0.480862,0.474531,0.467857,0.461610,0.454860,0.449537,0.443563,0.437782,0.433755,0.426877,0.422940,0.418397,0.412739,0.408828,0.404075,0.400071,0.395710,0.391608,0.387472,0.384653,0.381124,0.378091,0.373799,0.369888,0.365873,0.361683,0.358160,0.354762,0.350324,0.347185,0.344050,0.341045,0.338086,0.335065,0.332606,0.329641,0.325314,0.322558,0.319395,0.315519,0.312678,0.308632,0.306162,0.303000,0.300072,0.298537,0.297828,0.298091,0.295982,0.298114,0.295241,0.299123,0.303001,0.306137,0.309962,7.358403,7.402869,7.518933,7.634370,7.730786,7.781445,7.755440,7.662457,7.507713,7.336912,7.217775,7.160450,7.145634,7.147743,7.148134,7.152589,7.144536,7.129169,7.113014,7.081980,7.056661,7.027789,6.997366,6.966588,6.933524,6.894151,6.856242,6.815408,6.783527,6.749595,6.723491,6.707488,6.685527,6.667663,6.656555,6.638614,6.621579,6.605999,6.589204,6.571355,6.552389,6.533817,6.435438,6.414793,6.387346,6.365188,6.344963,6.322961,6.302011,6.278274,6.261739,6.247026,6.234776,6.219955,6.212355,6.210440,6.206327,6.202884,6.197815,6.191982,6.181642,6.172678,6.166973,6.148971,6.149323,6.146800,6.138074,6.126672,6.119931,6.113302,6.097780,6.088516,6.069061,6.045080,6.029895,6.013166,5.981883,5.943814,5.902539,5.877454,5.832251,5.794059,5.749572,5.696306,5.662731,25.137518,26.721285,0
